"peak_index","seqnames","start","end","width","strand","name","peak_detection"
66002,"chr12",100202010,100202395,386,"*","chr12:100202010-100202395",2441
66023,"chr12",100281226,100282088,863,"*","chr12:100281226-100282088",2825
66026,"chr12",100289302,100290277,976,"*","chr12:100289302-100290277",2154
66063,"chr12",100422247,100422975,729,"*","chr12:100422247-100422975",2600
66094,"chr12",100516129,100516724,596,"*","chr12:100516129-100516724",2160
66096,"chr12",100519697,100521260,1564,"*","chr12:100519697-100521260",4247
66097,"chr12",100527429,100528791,1363,"*","chr12:100527429-100528791",3091
66132,"chr12",100724769,100725800,1032,"*","chr12:100724769-100725800",13474
66140,"chr12",100775493,100776416,924,"*","chr12:100775493-100776416",2218
66141,"chr12",100778510,100779664,1155,"*","chr12:100778510-100779664",3782
66143,"chr12",100790019,100790575,557,"*","chr12:100790019-100790575",2168
66176,"chr12",100936283,100937270,988,"*","chr12:100936283-100937270",2323
66201,"chr12",101002895,101003604,710,"*","chr12:101002895-101003604",3260
66213,"chr12",101028886,101029933,1048,"*","chr12:101028886-101029933",5867
66219,"chr12",101082925,101084298,1374,"*","chr12:101082925-101084298",7294
66234,"chr12",101718118,101719251,1134,"*","chr12:101718118-101719251",3372
66255,"chr12",101817019,101819802,2784,"*","chr12:101817019-101819802",2326
66268,"chr12",101912593,101913667,1075,"*","chr12:101912593-101913667",4175
66274,"chr12",101957706,101958702,997,"*","chr12:101957706-101958702",5277
66276,"chr12",101975263,101976547,1285,"*","chr12:101975263-101976547",5395
66320,"chr12",102271099,102272134,1036,"*","chr12:102271099-102272134",2520
66321,"chr12",102276070,102276678,609,"*","chr12:102276070-102276678",1938
66323,"chr12",102282791,102284850,2060,"*","chr12:102282791-102284850",4074
66331,"chr12",102305103,102305831,729,"*","chr12:102305103-102305831",2065
66332,"chr12",102307887,102309202,1316,"*","chr12:102307887-102309202",1833
66364,"chr12",102394416,102395183,768,"*","chr12:102394416-102395183",2357
66367,"chr12",102416324,102417427,1104,"*","chr12:102416324-102417427",1863
66370,"chr12",102420331,102420746,416,"*","chr12:102420331-102420746",2035
66379,"chr12",102439324,102440208,885,"*","chr12:102439324-102440208",6781
66390,"chr12",102468805,102469603,799,"*","chr12:102468805-102469603",7548
66393,"chr12",102498238,102499380,1143,"*","chr12:102498238-102499380",2845
66439,"chr12",102647992,102648486,495,"*","chr12:102647992-102648486",2409
66460,"chr12",102691133,102691774,642,"*","chr12:102691133-102691774",2507
66465,"chr12",102704692,102705770,1079,"*","chr12:102704692-102705770",4031
66472,"chr12",102730371,102731738,1368,"*","chr12:102730371-102731738",3020
66474,"chr12",102743296,102744302,1007,"*","chr12:102743296-102744302",4635
66478,"chr12",102757409,102758426,1018,"*","chr12:102757409-102758426",7577
66495,"chr12",102877449,102879033,1585,"*","chr12:102877449-102879033",6133
66545,"chr12",103241907,103243186,1280,"*","chr12:103241907-103243186",3343
66555,"chr12",103281527,103282589,1063,"*","chr12:103281527-103282589",3433
66567,"chr12",103311671,103312491,821,"*","chr12:103311671-103312491",2155
66571,"chr12",103325380,103326032,653,"*","chr12:103325380-103326032",3497
66584,"chr12",103347839,103349107,1269,"*","chr12:103347839-103349107",2350
66594,"chr12",103388597,103389262,666,"*","chr12:103388597-103389262",4987
66595,"chr12",103395489,103396519,1031,"*","chr12:103395489-103396519",2397
66599,"chr12",103425695,103426401,707,"*","chr12:103425695-103426401",8237
66600,"chr12",103433493,103434600,1108,"*","chr12:103433493-103434600",2586
66610,"chr12",103532051,103533357,1307,"*","chr12:103532051-103533357",6370
66639,"chr12",103699995,103700974,980,"*","chr12:103699995-103700974",2044
66679,"chr12",104108337,104109143,807,"*","chr12:104108337-104109143",1831
66779,"chr12",104751494,104752619,1126,"*","chr12:104751494-104752619",6352
66804,"chr12",104821977,104822779,803,"*","chr12:104821977-104822779",2625
66805,"chr12",104822980,104823661,682,"*","chr12:104822980-104823661",1831
66807,"chr12",104829762,104830530,769,"*","chr12:104829762-104830530",4103
66811,"chr12",104841028,104842014,987,"*","chr12:104841028-104842014",2820
66813,"chr12",104845617,104846420,804,"*","chr12:104845617-104846420",1913
66814,"chr12",104851785,104852647,863,"*","chr12:104851785-104852647",2023
66818,"chr12",104863708,104865778,2071,"*","chr12:104863708-104865778",6177
66826,"chr12",104896700,104897901,1202,"*","chr12:104896700-104897901",5019
66845,"chr12",104955112,104955585,474,"*","chr12:104955112-104955585",2110
66862,"chr12",105000626,105001458,833,"*","chr12:105000626-105001458",2394
66866,"chr12",105008598,105009356,759,"*","chr12:105008598-105009356",3202
66867,"chr12",105009624,105010478,855,"*","chr12:105009624-105010478",3273
66870,"chr12",105016512,105017324,813,"*","chr12:105016512-105017324",2272
66876,"chr12",105032300,105032989,690,"*","chr12:105032300-105032989",12066
66945,"chr12",105510731,105512617,1887,"*","chr12:105510731-105512617",1811
66985,"chr12",105684102,105685915,1814,"*","chr12:105684102-105685915",5448
66995,"chr12",105757942,105758480,539,"*","chr12:105757942-105758480",2330
67004,"chr12",105784329,105785519,1191,"*","chr12:105784329-105785519",5107
67038,"chr12",105962706,105963588,883,"*","chr12:105962706-105963588",1874
67044,"chr12",106009935,106010743,809,"*","chr12:106009935-106010743",7466
67235,"chr12",107979635,107981229,1595,"*","chr12:107979635-107981229",4976
67249,"chr12",108035548,108036289,742,"*","chr12:108035548-108036289",2193
67274,"chr12",108143657,108144579,923,"*","chr12:108143657-108144579",2095
67286,"chr12",108178975,108180100,1126,"*","chr12:108178975-108180100",13097
67306,"chr12",108237419,108238053,635,"*","chr12:108237419-108238053",2410
67307,"chr12",108239487,108240298,812,"*","chr12:108239487-108240298",1822
67310,"chr12",108244793,108245403,611,"*","chr12:108244793-108245403",2150
67312,"chr12",108249648,108250518,871,"*","chr12:108249648-108250518",2444
67324,"chr12",108275111,108276124,1014,"*","chr12:108275111-108276124",9913
67345,"chr12",108333168,108333545,378,"*","chr12:108333168-108333545",1946
67346,"chr12",108333719,108334661,943,"*","chr12:108333719-108334661",8500
67351,"chr12",108363427,108364590,1164,"*","chr12:108363427-108364590",2031
67370,"chr12",108422594,108423812,1219,"*","chr12:108422594-108423812",3395
67398,"chr12",108554248,108555645,1398,"*","chr12:108554248-108555645",3471
67418,"chr12",108675590,108676501,912,"*","chr12:108675590-108676501",3492
67422,"chr12",108685935,108687486,1552,"*","chr12:108685935-108687486",1835
67429,"chr12",108701990,108702838,849,"*","chr12:108701990-108702838",1797
67431,"chr12",108710188,108711718,1531,"*","chr12:108710188-108711718",2812
67437,"chr12",108757716,108758520,805,"*","chr12:108757716-108758520",6292
67440,"chr12",108765486,108766898,1413,"*","chr12:108765486-108766898",2503
67441,"chr12",108792315,108793567,1253,"*","chr12:108792315-108793567",8973
67442,"chr12",108794257,108794888,632,"*","chr12:108794257-108794888",3176
67451,"chr12",108835545,108836631,1087,"*","chr12:108835545-108836631",9226
67466,"chr12",108893565,108894625,1061,"*","chr12:108893565-108894625",5574
67486,"chr12",108958894,108960772,1879,"*","chr12:108958894-108960772",1848
67581,"chr12",109895356,109896007,652,"*","chr12:109895356-109896007",2551
67611,"chr12",110077163,110078817,1655,"*","chr12:110077163-110078817",1964
67621,"chr12",110154317,110155881,1565,"*","chr12:110154317-110155881",2071
67634,"chr12",110214846,110215941,1096,"*","chr12:110214846-110215941",1976
67635,"chr12",110220344,110221138,795,"*","chr12:110220344-110221138",1949
67637,"chr12",110230568,110231312,745,"*","chr12:110230568-110231312",2218
67638,"chr12",110231961,110232713,753,"*","chr12:110231961-110232713",2662
67664,"chr12",110417800,110419324,1525,"*","chr12:110417800-110419324",2271
67672,"chr12",110446242,110447425,1184,"*","chr12:110446242-110447425",8517
67683,"chr12",110485252,110486584,1333,"*","chr12:110485252-110486584",6902
67720,"chr12",110591192,110592093,902,"*","chr12:110591192-110592093",7732
67722,"chr12",110601188,110602302,1115,"*","chr12:110601188-110602302",4968
67723,"chr12",110608423,110609367,945,"*","chr12:110608423-110609367",1866
67734,"chr12",110687892,110688759,868,"*","chr12:110687892-110688759",1787
67735,"chr12",110695835,110696956,1122,"*","chr12:110695835-110696956",7883
67737,"chr12",110702753,110703718,966,"*","chr12:110702753-110703718",2002
67743,"chr12",110737503,110738558,1056,"*","chr12:110737503-110738558",6099
67765,"chr12",110836876,110837838,963,"*","chr12:110836876-110837838",2093
67766,"chr12",110840621,110841249,629,"*","chr12:110840621-110841249",2507
67768,"chr12",110844789,110845801,1013,"*","chr12:110844789-110845801",6452
67769,"chr12",110850061,110851303,1243,"*","chr12:110850061-110851303",3298
67778,"chr12",110888835,110889886,1052,"*","chr12:110888835-110889886",6155
67793,"chr12",110978556,110979635,1080,"*","chr12:110978556-110979635",7918
67798,"chr12",110991583,110992832,1250,"*","chr12:110991583-110992832",6062
67807,"chr12",111038452,111039663,1212,"*","chr12:111038452-111039663",9377
67840,"chr12",111164112,111165009,898,"*","chr12:111164112-111165009",2912
67842,"chr12",111165979,111167088,1110,"*","chr12:111165979-111167088",2905
67868,"chr12",111270794,111271806,1013,"*","chr12:111270794-111271806",2278
67893,"chr12",111353240,111354181,942,"*","chr12:111353240-111354181",4840
67904,"chr12",111376935,111378664,1730,"*","chr12:111376935-111378664",9432
67912,"chr12",111412753,111413855,1103,"*","chr12:111412753-111413855",3302
67913,"chr12",111416895,111418130,1236,"*","chr12:111416895-111418130",2826
67918,"chr12",111426149,111426602,454,"*","chr12:111426149-111426602",1786
67931,"chr12",111442379,111443076,698,"*","chr12:111442379-111443076",2395
67937,"chr12",111450097,111450987,891,"*","chr12:111450097-111450987",1911
67948,"chr12",111485172,111486929,1758,"*","chr12:111485172-111486929",2357
67957,"chr12",111504784,111505752,969,"*","chr12:111504784-111505752",1833
67958,"chr12",111513836,111515337,1502,"*","chr12:111513836-111515337",4340
67964,"chr12",111537618,111539115,1498,"*","chr12:111537618-111539115",12682
67975,"chr12",111573527,111573929,403,"*","chr12:111573527-111573929",2156
67976,"chr12",111574197,111574832,636,"*","chr12:111574197-111574832",5926
67999,"chr12",111668406,111669798,1393,"*","chr12:111668406-111669798",3539
68003,"chr12",111677395,111678602,1208,"*","chr12:111677395-111678602",3917
68006,"chr12",111687269,111688269,1001,"*","chr12:111687269-111688269",3831
68012,"chr12",111712690,111713787,1098,"*","chr12:111712690-111713787",4176
68018,"chr12",111732470,111733217,748,"*","chr12:111732470-111733217",2522
68026,"chr12",111758250,111760274,2025,"*","chr12:111758250-111760274",3321
68038,"chr12",111789936,111790806,871,"*","chr12:111789936-111790806",2502
68039,"chr12",111794056,111794817,762,"*","chr12:111794056-111794817",1950
68044,"chr12",111809898,111810340,443,"*","chr12:111809898-111810340",3308
68045,"chr12",111813886,111814776,891,"*","chr12:111813886-111814776",11989
68046,"chr12",111815131,111815923,793,"*","chr12:111815131-111815923",2216
68071,"chr12",111907580,111909066,1487,"*","chr12:111907580-111909066",6098
68082,"chr12",111936472,111937706,1235,"*","chr12:111936472-111937706",3623
68093,"chr12",111966461,111967418,958,"*","chr12:111966461-111967418",4044
68122,"chr12",112130121,112131556,1436,"*","chr12:112130121-112131556",4545
68125,"chr12",112145362,112146767,1406,"*","chr12:112145362-112146767",2646
68176,"chr12",112309130,112311334,2205,"*","chr12:112309130-112311334",1947
68177,"chr12",112317011,112317785,775,"*","chr12:112317011-112317785",2282
68230,"chr12",112542364,112543473,1110,"*","chr12:112542364-112543473",2704
68243,"chr12",112588432,112589489,1058,"*","chr12:112588432-112589489",2208
68248,"chr12",112605319,112606270,952,"*","chr12:112605319-112606270",1772
68254,"chr12",112619232,112620555,1324,"*","chr12:112619232-112620555",2544
68261,"chr12",112644417,112645784,1368,"*","chr12:112644417-112645784",10193
68271,"chr12",112673795,112675146,1352,"*","chr12:112673795-112675146",2866
68272,"chr12",112675304,112675811,508,"*","chr12:112675304-112675811",2047
68273,"chr12",112678038,112679812,1775,"*","chr12:112678038-112679812",3019
68276,"chr12",112693167,112694244,1078,"*","chr12:112693167-112694244",4410
68279,"chr12",112706795,112707565,771,"*","chr12:112706795-112707565",2095
68282,"chr12",112721178,112723106,1929,"*","chr12:112721178-112723106",8874
68283,"chr12",112724199,112724839,641,"*","chr12:112724199-112724839",1888
68301,"chr12",112808570,112809604,1035,"*","chr12:112808570-112809604",4407
68310,"chr12",112828966,112830022,1057,"*","chr12:112828966-112830022",8312
68352,"chr12",112941393,112942808,1416,"*","chr12:112941393-112942808",3686
68355,"chr12",112949947,112950979,1033,"*","chr12:112949947-112950979",3047
68361,"chr12",112976265,112977412,1148,"*","chr12:112976265-112977412",5642
68364,"chr12",113000327,113001398,1072,"*","chr12:113000327-113001398",10501
68366,"chr12",113013854,113015124,1271,"*","chr12:113013854-113015124",7272
68372,"chr12",113032301,113033554,1254,"*","chr12:113032301-113033554",2759
68382,"chr12",113073869,113075638,1770,"*","chr12:113073869-113075638",6356
68386,"chr12",113097879,113099418,1540,"*","chr12:113097879-113099418",2166
68397,"chr12",113139977,113140833,857,"*","chr12:113139977-113140833",4468
68398,"chr12",113142600,113143158,559,"*","chr12:113142600-113143158",2524
68400,"chr12",113146007,113147230,1224,"*","chr12:113146007-113147230",2414
68402,"chr12",113155312,113156923,1612,"*","chr12:113155312-113156923",13342
68414,"chr12",113222234,113223283,1050,"*","chr12:113222234-113223283",1867
68457,"chr12",116047458,116048313,856,"*","chr12:116047458-116048313",7514
68483,"chr12",116262632,116263392,761,"*","chr12:116262632-116263392",3726
68485,"chr12",116280560,116281831,1272,"*","chr12:116280560-116281831",12331
68497,"chr12",116405090,116405879,790,"*","chr12:116405090-116405879",6832
68505,"chr12",116485436,116486578,1143,"*","chr12:116485436-116486578",2046
68513,"chr12",116540434,116541178,745,"*","chr12:116540434-116541178",2010
68548,"chr12",116861382,116862678,1297,"*","chr12:116861382-116862678",3271
68636,"chr12",117533505,117534975,1471,"*","chr12:117533505-117534975",1933
68715,"chr12",117843434,117844367,934,"*","chr12:117843434-117844367",2711
68752,"chr12",118198520,118199329,810,"*","chr12:118198520-118199329",2080
68757,"chr12",118301039,118302660,1622,"*","chr12:118301039-118302660",16049
68829,"chr12",119070584,119071639,1056,"*","chr12:119070584-119071639",3260
68856,"chr12",119229523,119230308,786,"*","chr12:119229523-119230308",2518
68857,"chr12",119230492,119231178,687,"*","chr12:119230492-119231178",2616
68859,"chr12",119237724,119239487,1764,"*","chr12:119237724-119239487",5336
68914,"chr13",3360516,3361643,1128,"*","chr13:3360516-3361643",2045
68929,"chr13",3537667,3539055,1389,"*","chr13:3537667-3539055",9482
68939,"chr13",3610631,3611603,973,"*","chr13:3610631-3611603",7284
68941,"chr13",3633817,3634713,897,"*","chr13:3633817-3634713",3185
68946,"chr13",3645583,3646560,978,"*","chr13:3645583-3646560",2648
68952,"chr13",3665421,3665938,518,"*","chr13:3665421-3665938",1937
68953,"chr13",3669854,3670708,855,"*","chr13:3669854-3670708",2314
68956,"chr13",3694659,3695584,926,"*","chr13:3694659-3695584",3527
68999,"chr13",3891594,3892277,684,"*","chr13:3891594-3892277",2612
69000,"chr13",3893382,3893949,568,"*","chr13:3893382-3893949",3368
69003,"chr13",3917674,3918578,905,"*","chr13:3917674-3918578",3212
69044,"chr13",4233434,4234104,671,"*","chr13:4233434-4234104",3126
69045,"chr13",4245135,4245798,664,"*","chr13:4245135-4245798",1932
69060,"chr13",4384952,4385444,493,"*","chr13:4384952-4385444",1837
69061,"chr13",4388760,4389525,766,"*","chr13:4388760-4389525",2310
69080,"chr13",4608753,4609617,865,"*","chr13:4608753-4609617",5922
69088,"chr13",4771256,4772196,941,"*","chr13:4771256-4772196",2835
69173,"chr13",5803558,5804426,869,"*","chr13:5803558-5804426",3843
69186,"chr13",5860825,5861844,1020,"*","chr13:5860825-5861844",9930
69222,"chr13",6193164,6194220,1057,"*","chr13:6193164-6194220",2071
69259,"chr13",6547618,6548528,911,"*","chr13:6547618-6548528",7652
69278,"chr13",6647176,6648160,985,"*","chr13:6647176-6648160",1763
69279,"chr13",6648495,6649187,693,"*","chr13:6648495-6649187",2464
69379,"chr13",8870721,8872093,1373,"*","chr13:8870721-8872093",5297
69380,"chr13",8885417,8886266,850,"*","chr13:8885417-8886266",8933
69390,"chr13",8995711,8996928,1218,"*","chr13:8995711-8996928",6501
69393,"chr13",9011802,9012089,288,"*","chr13:9011802-9012089",4356
69395,"chr13",9017298,9017765,468,"*","chr13:9017298-9017765",1988
69407,"chr13",9093548,9094976,1429,"*","chr13:9093548-9094976",9915
69431,"chr13",9181122,9182387,1266,"*","chr13:9181122-9182387",3260
69445,"chr13",9276476,9277923,1448,"*","chr13:9276476-9277923",6002
69486,"chr13",9454536,9455261,726,"*","chr13:9454536-9455261",3025
69529,"chr13",9763532,9765492,1961,"*","chr13:9763532-9765492",5993
69702,"chr13",12106086,12107391,1306,"*","chr13:12106086-12107391",2768
69711,"chr13",12165660,12166934,1275,"*","chr13:12165660-12166934",2341
69725,"chr13",12257660,12258586,927,"*","chr13:12257660-12258586",7112
69742,"chr13",12394893,12395693,801,"*","chr13:12394893-12395693",8552
69751,"chr13",12460620,12462268,1649,"*","chr13:12460620-12462268",5659
69757,"chr13",12478238,12479011,774,"*","chr13:12478238-12479011",2079
69776,"chr13",12565515,12566403,889,"*","chr13:12565515-12566403",6123
69787,"chr13",12619916,12620401,486,"*","chr13:12619916-12620401",1758
